,Player,Week,FPts,xFP,Diff
2750,Rhamondre Stevenson,4,5.1,7.47,-2.37
626,Cole Kmet,6,1.0,3.37,-2.37
1719,Jerry Jeudy,1,11.6,13.97,-2.37
2073,Kenneth Gainwell,9,7.4,9.78,-2.38
3021,Tez Johnson,3,0.0,2.38,-2.38
2935,TJ Hockenson,2,2.2,4.58,-2.38
1644,Jaydon Blue,8,2.9,5.28,-2.38
1140,Emeka Egbuka,6,4.4,6.79,-2.39
99,Allen Lazard,5,1.3,3.71,-2.41
2135,Kyle Juszczyk,5,5.0,7.41,-2.41
2559,Noah Gray,8,4.3,6.72,-2.42
2443,Michael Pittman Jr.,4,15.1,17.52,-2.42
1749,Joe Milton,3,0.64,3.07,-2.43
1525,Jalin Hyatt,7,0.0,2.43,-2.43
2899,Skyy Moore,8,0.0,2.43,-2.43
221,Beaux Collins,7,0.0,2.43,-2.43
2413,Mecole Hardman,11,0.0,2.44,-2.44
2219,LeQuint Allen,11,3.6,6.04,-2.44
1671,Jaylin Lane,3,0.8,3.24,-2.44
91,Alec Pierce,9,20.5,22.94,-2.44
448,Cam Skattebo,1,2.9,5.35,-2.45
2397,Matthew Golden,9,2.9,5.35,-2.45
102,Allen Lazard,12,1.9,4.35,-2.45
3329,Tyquan Thornton,9,0.0,2.45,-2.45
3469,Zamir White,2,3.3,5.76,-2.46
1554,Jameson Williams,1,6.6,9.07,-2.47
2949,Tahj Washington,9,1.1,3.58,-2.48
2028,KeAndre Lambert-Smith,9,0.0,2.48,-2.48
2513,Nick Chubb,4,8.2,10.68,-2.48
723,Dak Prescott,3,14.04,16.52,-2.48
236,Bhayshul Tuten,5,2.1,4.59,-2.49
1056,Dyami Brown,3,2.7,5.19,-2.49
2510,Nick Chubb,1,6.0,8.5,-2.5
3332,Tyreek Hill,1,8.0,10.5,-2.5
1326,Isaiah Davis,11,1.1,3.61,-2.51
354,British Brooks,9,0.0,2.51,-2.51
3372,Wan'Dale Robinson,4,4.4,6.91,-2.51
2969,Tanner McKee,8,-0.2,2.31,-2.51
2929,Sterling Shepard,7,8.5,11.02,-2.52
1516,Jalen Tolbert,3,7.4,9.92,-2.52
871,Davis Mills,5,1.22,3.74,-2.52
1310,Isaiah Bond,2,2.5,5.02,-2.52
1515,Jalen Tolbert,2,3.6,6.13,-2.53
1504,Jalen Nailor,2,6.1,8.63,-2.53
1356,J.K. Dobbins,9,6.9,9.44,-2.54
379,Bryce Young,4,10.3,12.85,-2.55
2114,Kimani Vidal,5,2.9,5.45,-2.55
1185,Geno Smith,7,2.78,5.33,-2.55
1795,Jonnu Smith,9,5.5,8.05,-2.55
1123,Emanuel Wilson,8,11.7,14.26,-2.56
171,Ashton Dulin,5,7.5,10.07,-2.57
1015,Dontayvion Wicks,2,8.4,10.97,-2.57
1896,Joshua Palmer,12,4.1,6.67,-2.57
1423,Jacory Croskey-Merritt,9,5.1,7.69,-2.59
2084,Kenneth Walker,9,8.1,10.69,-2.59
1336,Isaiah Likely,12,2.0,4.59,-2.59
801,Darnell Mooney,2,4.0,6.59,-2.59
1107,Elijah Higgins,11,2.1,4.69,-2.59
1416,Jacory Croskey-Merritt,2,1.7,4.3,-2.6
2867,Saquon Barkley,10,13.1,15.7,-2.6
363,Brock Bowers,12,11.5,14.1,-2.6
1624,Jayden Daniels,2,19.7,22.3,-2.6
1661,Jaylen Warren,8,9.3,11.91,-2.61
2466,Mike Gesicki,1,2.4,5.02,-2.62
2926,Sterling Shepard,4,4.0,6.62,-2.62
1938,Justin Fields,8,18.86,21.49,-2.63
1937,Justin Fields,8,18.86,21.49,-2.63
1936,Justin Fields,8,18.86,21.49,-2.63
1939,Justin Fields,8,18.86,21.49,-2.63
2784,Roman Wilson,9,0.4,3.03,-2.63
1386,Jack Bech,5,5.7,8.33,-2.63
3227,Ty Johnson,3,3.1,5.73,-2.63
2674,RJ Harvey,2,3.4,6.04,-2.64
2158,Kyle Pitts,7,13.2,15.84,-2.64
20,AJ Barner,12,3.8,6.46,-2.66
1200,George Kittle,12,13.8,16.46,-2.66
510,Chase Brown,5,11.8,14.46,-2.66
2006,Kareem Hunt,2,4.4,7.07,-2.67
1429,Jahan Dotson,5,3.4,6.07,-2.67
3197,Tua Tagovailoa,1,8.26,10.93,-2.67
1005,Dillon Gabriel,11,2.92,5.6,-2.68
338,Brian Robinson,5,1.2,3.88,-2.68
3030,Theo Johnson,1,1.5,4.18,-2.68
3450,Zach Charbonnet,11,6.7,9.38,-2.68
1025,Drake London,3,10.5,13.19,-2.69
3463,Zach Wilson,1,1.58,4.27,-2.69
2957,Tanner Conner,1,4.0,6.69,-2.69
2310,Malik Washington,3,6.2,8.89,-2.69
3440,Xavier Worthy,11,5.5,8.2,-2.7
1725,Jerry Jeudy,7,3.7,6.4,-2.7
2103,Khalil Shakir,1,12.4,15.11,-2.71
1737,Joe Burrow,1,8.82,11.53,-2.71
2760,Ricky Pearsall,11,1.0,3.71,-2.71
2987,Tee Higgins,6,11.2,13.91,-2.71
2909,Spencer Rattler,7,14.52,17.24,-2.72
2355,Marvin Harrison Jr.,3,7.4,10.12,-2.72
344,Brian Robinson,12,5.4,8.12,-2.72
2724,Rashod Bateman,2,3.5,6.23,-2.73
2516,Nick Chubb,8,8.9,11.64,-2.74
127,Amon-Ra St. Brown,6,13.7,16.44,-2.74
2019,Kayshon Boutte,4,2.8,5.55,-2.75
3071,Tony Pollard,8,6.3,9.05,-2.75
1334,Isaiah Likely,10,3.7,6.46,-2.76
108,Alvin Kamara,6,12.6,15.36,-2.76
2598,Oronde Gadsden,11,6.1,8.86,-2.76
905,DeAndre Hopkins,10,3.6,6.36,-2.76
1454,Jake Ferguson,2,16.8,19.57,-2.77
220,Beaux Collins,5,1.7,4.47,-2.77
445,Cam Akers,3,1.9,4.67,-2.77
2743,Ray-Ray McCloud,4,0.3,3.07,-2.77
249,Bijan Robinson,8,6.8,9.57,-2.77
10,AJ Barner,1,1.2,3.97,-2.77
1477,Jakobi Meyers,9,6.3,9.07,-2.77
1992,Kaleb Johnson,11,1.5,4.28,-2.78
1567,Jared Goff,3,12.68,15.46,-2.78
1709,Jerome Ford,2,10.4,13.2,-2.8
1231,Greg Dulcich,11,3.8,6.6,-2.8
2696,Raheem Mostert,5,2.2,5.01,-2.81
3270,Tyler Conklin,3,0.0,2.81,-2.81
2682,RJ Harvey,10,3.8,6.61,-2.81
612,Clyde Edwards-Helaire,12,3.7,6.52,-2.82
1524,Jalin Hyatt,6,4.7,7.52,-2.82
2620,Pat Freiermuth,3,1.6,4.43,-2.83
2080,Kenneth Walker,4,12.0,14.83,-2.83
2178,Kyler Murray,3,14.06,16.89,-2.83
2885,Sean Tucker,5,2.9,5.73,-2.83
1574,Jared Goff,11,13.1,15.94,-2.84
258,Blake Corum,5,1.3,4.14,-2.84
1294,Hunter Renfrow,5,1.7,4.54,-2.84
28,Aaron Jones,8,5.0,7.85,-2.85
2051,Kendre Miller,2,2.0,4.86,-2.86
902,DeAndre Hopkins,6,4.0,6.86,-2.86
893,De'Von Achane,8,20.1,22.97,-2.87
1692,Jeremy McNichols,4,1.3,4.17,-2.87
69,Adonai Mitchell,3,0.0,2.87,-2.87
474,Casey Washington,4,2.9,5.78,-2.88
1375,Ja'Tavion Sanders,2,12.4,15.29,-2.89
1870,Josh Jacobs,11,4.0,6.89,-2.89
1265,Hunter Henry,2,1.9,4.79,-2.89
340,Brian Robinson,7,3.6,6.49,-2.89
2580,Ollie Gordon,7,2.3,5.19,-2.89
622,Cole Kmet,1,4.1,6.99,-2.89
2762,Rico Dowdle,1,3.6,6.5,-2.9
1821,Jordan Mason,4,10.2,13.1,-2.9
600,Christopher Brooks,12,3.6,6.51,-2.91
2519,Nick Chubb,11,1.7,4.62,-2.92
2943,TJ Hockenson,11,6.9,9.83,-2.93
1973,Juwan Johnson,8,10.3,13.23,-2.93
3168,Trey Benson,2,8.4,11.33,-2.93
175,Ashton Jeanty,1,12.0,14.93,-2.93
1122,Emanuel Wilson,7,2.5,5.43,-2.93
3377,Wan'Dale Robinson,9,13.6,16.54,-2.94
2564,Olamide Zaccheaus,1,8.2,11.14,-2.94
2386,Mason Taylor,12,5.1,8.05,-2.95
2371,Mason Kinsey,11,2.4,5.36,-2.96
1083,Elic Ayomanor,6,5.7,8.67,-2.97
2468,Mike Gesicki,3,1.6,4.57,-2.97
2005,Kareem Hunt,1,4.6,7.59,-2.99
614,Colby Parkinson,1,0.4,3.39,-2.99
3112,Trayveon Williams,11,0.9,3.9,-3.0
2569,Olamide Zaccheaus,7,2.9,5.91,-3.01
1425,Jacory Croskey-Merritt,11,4.3,7.31,-3.01
1084,Elic Ayomanor,7,4.9,7.92,-3.02
417,Cade Stover,12,0.0,3.02,-3.02
3087,Travis Etienne,6,9.5,12.53,-3.03
3396,Woody Marks,7,12.5,15.53,-3.03
1043,Drake Maye,12,16.96,20.0,-3.04
1230,Greg Dulcich,10,3.2,6.24,-3.04
1128,Emari Demercado,3,0.0,3.04,-3.04
520,Chig Okonkwo,4,1.4,4.44,-3.04
2520,Nick Chubb,12,2.5,5.55,-3.05
1475,Jakobi Meyers,5,7.2,10.26,-3.06
994,Devin Singletary,12,4.7,7.76,-3.06
151,Andy Dalton,7,2.2,5.26,-3.06
1833,Jordan Whittington,3,3.4,6.46,-3.06
56,Adam Thielen,8,0.0,3.06,-3.06
1086,Elic Ayomanor,9,7.6,10.68,-3.08
771,Daniel Bellinger,12,0.0,3.08,-3.08
3336,Tyrell Shavers,2,0.0,3.09,-3.09
3242,Tyjae Spears,12,6.5,9.61,-3.11
1065,Dylan Laube,3,0.2,3.31,-3.11
3339,Tyrell Shavers,6,5.7,8.81,-3.11
3349,Tyrone Tracy,3,5.6,8.71,-3.11
1036,Drake Maye,5,12.12,15.24,-3.12
161,Arian Smith,2,0.8,3.93,-3.13
2455,Michael Wilson,5,3.6,6.73,-3.13
941,Deebo Samuel,6,5.4,8.55,-3.15
1057,Dyami Brown,5,3.5,6.65,-3.15
3138,TreVeyon Henderson,5,4.7,7.85,-3.15
2085,Kenneth Walker,10,8.0,11.15,-3.15
1677,Jaylin Lane,9,4.9,8.06,-3.16
974,Devaughn Vele,10,2.5,5.67,-3.17
3320,Tyler Warren,9,7.6,10.77,-3.17
1970,Juwan Johnson,5,3.7,6.87,-3.17
1428,Jahan Dotson,3,1.7,4.87,-3.17
1962,Justin Jefferson,11,11.1,14.27,-3.17
2378,Mason Taylor,3,5.8,8.97,-3.17
2719,Rashid Shaheed,9,11.8,14.98,-3.18
3423,Xavier Legette,12,5.2,8.38,-3.18
129,Amon-Ra St. Brown,9,18.7,21.89,-3.19
3474,Zavier Scott,7,1.6,4.8,-3.2
2250,Luke Schoonmaker,2,0.0,3.2,-3.2
2127,Konata Mumpfield,10,0.0,3.2,-3.2
982,Devin Neal,12,11.1,14.31,-3.21
1319,Isaiah Davis,2,1.6,4.82,-3.22
1042,Drake Maye,11,15.44,18.66,-3.22
414,Cade Otton,11,4.8,8.03,-3.23
2672,Quintin Morris,11,2.1,5.33,-3.23
699,DJ Moore,1,8.5,11.73,-3.23
3188,Troy Franklin,3,2.8,6.03,-3.23
4,A.J. Brown,5,9.3,12.54,-3.24
1805,Jordan Addison,11,10.0,13.24,-3.24
3073,Tony Pollard,11,5.6,8.85,-3.25
1017,Dontayvion Wicks,4,3.9,7.15,-3.25
3459,Zach Ertz,8,5.6,8.86,-3.26
2354,Marvin Harrison Jr.,2,4.7,7.97,-3.27
1817,Jordan Love,12,7.06,10.33,-3.27
1638,Jayden Higgins,11,9.5,12.78,-3.28
684,D'Andre Swift,3,10.8,14.08,-3.28
1785,Jonathan Taylor,9,7.7,10.98,-3.28
1190,George Holani,3,5.2,8.5,-3.3
306,Braxton Berrios,7,0.9,4.2,-3.3
3008,Tetairoa McMillan,1,11.8,15.11,-3.31
568,Chris Rodriguez,11,9.5,12.81,-3.31
573,Christian Kirk,10,1.3,4.61,-3.31
2741,Ray-Ray McCloud,2,0.0,3.32,-3.32
2693,Rachaad White,11,8.2,11.52,-3.32
2359,Marvin Harrison Jr.,7,7.8,11.13,-3.33
2716,Rashid Shaheed,6,6.8,10.14,-3.34
310,Breece Hall,2,5.8,9.14,-3.34
322,Brenton Strange,2,4.7,8.05,-3.35
729,Dak Prescott,9,16.4,19.75,-3.35
3111,Travis Kelce,12,8.4,11.75,-3.35
1134,Emari Demercado,11,4.0,7.36,-3.36
2933,Sterling Shepard,12,4.2,7.56,-3.36
3441,Xavier Worthy,12,9.9,13.26,-3.36
1052,Durham Smythe,11,1.8,5.16,-3.36
1010,Dont'e Thornton,5,0.0,3.38,-3.38
708,DJ Moore,11,3.1,6.48,-3.38
3136,TreVeyon Henderson,3,7.7,11.08,-3.38
1074,Dylan Sampson,8,7.9,11.29,-3.39
2763,Rico Dowdle,2,2.9,6.3,-3.4
691,D'Andre Swift,12,2.9,6.3,-3.4
1009,Dont'e Thornton,4,0.0,3.4,-3.4
2739,Ray Davis,10,0.8,4.2,-3.4
1422,Jacory Croskey-Merritt,8,2.5,5.91,-3.41
490,CeeDee Lamb,8,14.6,18.02,-3.42
315,Breece Hall,7,7.2,10.62,-3.42
1655,Jaylen Waddle,11,8.2,11.62,-3.42
2733,Ray Davis,2,2.4,5.82,-3.42
2855,Samaje Perine,6,5.2,8.62,-3.42
759,Dalton Schultz,11,11.1,14.53,-3.43
821,Davante Adams,1,9.1,12.53,-3.43
2083,Kenneth Walker,7,6.6,10.03,-3.43
2340,Marquez Valdes-Scantling,5,1.9,5.33,-3.43
1449,Jake Browning,3,7.9,11.33,-3.43
289,Brandin Cooks,3,5.4,8.84,-3.44
154,Anthony Richardson,3,-0.1,3.35,-3.45
1377,Ja'Tavion Sanders,7,0.0,3.45,-3.45
262,Blake Corum,10,5.6,9.05,-3.45
177,Ashton Jeanty,3,6.3,9.76,-3.46
1899,JuJu Smith-Schuster,2,1.5,4.97,-3.47
2997,Terrance Ferguson,10,4.2,7.67,-3.47
16,AJ Barner,7,1.9,5.37,-3.47
1726,Jerry Jeudy,8,0.0,3.47,-3.47
536,Chimere Dike,9,1.5,4.98,-3.48
987,Devin Singletary,5,3.4,6.89,-3.49
609,Chuba Hubbard,11,3.8,7.29,-3.49
1282,Hunter Long,9,1.6,5.11,-3.51
1442,Jahmyr Gibbs,9,5.8,9.31,-3.51
2718,Rashid Shaheed,8,15.5,19.01,-3.51
1195,George Kittle,7,0.0,3.52,-3.52
2906,Spencer Rattler,4,13.94,17.46,-3.52
1837,Jordan Whittington,7,2.9,6.43,-3.53
1244,Gunner Olszewski,10,0.0,3.53,-3.53
1303,Isaac TeSlaa,3,0.0,3.53,-3.53
1113,Elijah Moore,6,0.0,3.53,-3.53
874,Davis Mills,11,16.36,19.9,-3.54
1666,Jaylen Wright,8,3.8,7.34,-3.54
1002,Dillon Gabriel,7,5.84,9.38,-3.54
183,Ashton Jeanty,10,15.3,18.85,-3.55
2161,Kyle Pitts,10,5.8,9.36,-3.56
3011,Tetairoa McMillan,4,10.2,13.77,-3.57
1173,Garrett Wilson,2,9.0,12.57,-3.57
833,David Montgomery,1,8.3,11.88,-3.58
2067,Kenneth Gainwell,2,6.6,10.18,-3.58
343,Brian Robinson,11,2.4,5.99,-3.59
1880,Josh Reynolds,4,0.0,3.6,-3.6
1474,Jakobi Meyers,4,7.0,10.61,-3.61
1539,James Conner,3,6.7,10.32,-3.62
1797,Jonnu Smith,11,0.0,3.62,-3.62
2822,Ryan Flournoy,6,6.3,9.92,-3.62
282,Braden Mann,4,-3.4,0.24,-3.64
541,Chris Godwin,12,2.9,6.55,-3.65
1311,Isaiah Bond,3,3.6,7.25,-3.65
740,Dallas Goedert,11,4.4,8.06,-3.66
3064,Tony Pollard,1,8.9,12.56,-3.66
2907,Spencer Rattler,5,16.1,19.76,-3.66
2459,Michael Wilson,10,7.4,11.07,-3.67
1264,Hunter Henry,1,10.6,14.27,-3.67
719,DK Metcalf,11,9.9,13.57,-3.67
2314,Malik Washington,7,8.0,11.68,-3.68
2742,Ray-Ray McCloud,3,4.0,7.68,-3.68
2167,Kyle Williams,6,0.0,3.68,-3.68
908,DeMario Douglas,1,8.2,11.88,-3.68
3142,TreVeyon Henderson,9,12.7,16.39,-3.69
2923,Sterling Shepard,1,6.9,10.6,-3.7
2194,Ladd McConkey,3,8.1,11.8,-3.7
675,Courtland Sutton,11,9.9,13.61,-3.71
242,Bhayshul Tuten,12,1.7,5.41,-3.71
3139,TreVeyon Henderson,6,4.6,8.31,-3.71
1483,Jalen Coker,7,0.0,3.72,-3.72
345,Brian Thomas,1,9.0,12.72,-3.72
2908,Spencer Rattler,6,11.08,14.8,-3.72
3373,Wan'Dale Robinson,5,8.2,11.93,-3.73
735,Dallas Goedert,5,10.9,14.63,-3.73
2869,Saquon Barkley,12,13.4,17.14,-3.74
2222,Lil'Jordan Humphrey,7,0.0,3.74,-3.74
2059,Kendrick Bourne,4,2.7,6.44,-3.74
3094,Travis Hunter,1,9.3,13.07,-3.77
2238,Luke McCaffrey,7,0.0,3.77,-3.77
68,Adonai Mitchell,2,4.0,7.78,-3.78
523,Chig Okonkwo,7,0.0,3.8,-3.8
797,Darius Slayton,8,4.6,8.4,-3.8
2308,Malik Washington,1,4.9,8.71,-3.81
2160,Kyle Pitts,9,7.8,11.62,-3.82
1097,Elijah Arroyo,11,0.0,3.82,-3.82
269,Bo Melton,10,4.8,8.63,-3.83
2723,Rashod Bateman,1,3.0,6.84,-3.84
877,Dawson Knox,2,3.9,7.75,-3.85
2046,Keenan Allen,10,3.9,7.76,-3.86
3074,Tony Pollard,12,8.1,11.96,-3.86
53,Adam Thielen,3,0.0,3.87,-3.87
1548,James Cook,10,11.7,15.57,-3.87
1424,Jacory Croskey-Merritt,10,3.0,6.93,-3.93
1155,Evan Engram,10,3.2,7.13,-3.93
1526,Jalin Hyatt,11,3.8,7.73,-3.93
176,Ashton Jeanty,2,7.4,11.33,-3.93
3371,Wan'Dale Robinson,3,3.6,7.54,-3.94
1819,Jordan Mason,2,5.8,9.75,-3.95
3301,Tyler Lockett,6,1.0,4.95,-3.95
3432,Xavier Weaver,12,1.9,5.86,-3.96
583,Christian McCaffrey,8,9.8,13.77,-3.97
1585,Jauan Jennings,6,1.7,5.67,-3.97
2107,Khalil Shakir,5,11.0,14.97,-3.97
3095,Travis Hunter,2,5.2,9.18,-3.98
663,Cooper Rush,5,4.16,8.14,-3.98
1617,Jaxson Dart,5,18.58,22.56,-3.98
2668,Quinshon Judkins,8,4.7,8.7,-4.0
484,Cedric Tillman,12,1.5,5.5,-4.0
2041,Keenan Allen,5,10.8,14.81,-4.01
2462,Mike Evans,1,10.1,14.11,-4.01
2312,Malik Washington,5,4.0,8.01,-4.01
2432,Michael Penix Jr.,2,5.3,9.31,-4.01
475,Casey Washington,6,0.0,4.02,-4.02
1255,Harold Fannin,11,4.6,8.63,-4.03
2792,Rome Odunze,6,5.2,9.24,-4.04
563,Chris Rodriguez,5,0.7,4.74,-4.04
357,Brock Bowers,2,8.8,12.86,-4.06
1926,Justice Hill,6,9.4,13.46,-4.06
1292,Hunter Renfrow,3,2.6,6.66,-4.06
250,Bijan Robinson,9,17.6,21.69,-4.09
2691,Rachaad White,8,8.1,12.19,-4.09
89,Alec Pierce,7,14.8,18.9,-4.1
3156,Trevor Lawrence,1,11.32,15.42,-4.1
2324,Marcus Mariota,8,13.32,17.42,-4.1
561,Chris Rodriguez,3,3.9,8.01,-4.11
2221,Lil'Jordan Humphrey,6,9.5,13.61,-4.11
2163,Kyle Pitts,12,4.5,8.61,-4.11
464,Cam Ward,9,6.4,10.51,-4.11
2787,Roman Wilson,12,0.0,4.11,-4.11
1600,Javonte Williams,9,8.3,12.42,-4.12
1117,Elijah Moore,12,0.7,4.82,-4.12
1952,Justin Herbert,11,4.34,8.46,-4.12
473,Casey Washington,1,6.3,10.43,-4.13
2112,Khalil Shakir,11,0.7,4.84,-4.14
2515,Nick Chubb,7,2.1,6.24,-4.14
1560,Jameson Williams,7,0.0,4.15,-4.15
1364,Ja'Marr Chase,1,4.6,8.76,-4.16
2474,Miles Sanders,3,8.3,12.47,-4.17
929,DeVonta Smith,12,14.9,19.07,-4.17
482,Cedric Tillman,10,3.1,7.28,-4.18
1988,Kaleb Johnson,4,2.2,6.38,-4.18
549,Chris Moore,11,4.8,8.99,-4.19
216,Bam Knight,9,6.7,10.91,-4.21
2565,Olamide Zaccheaus,2,4.1,8.33,-4.23
109,Alvin Kamara,7,5.9,10.13,-4.23
2337,Mark Andrews,12,2.1,6.33,-4.23
2182,Kyren Williams,2,10.0,14.24,-4.24
717,DK Metcalf,9,2.6,6.85,-4.25
463,Cam Ward,8,13.76,18.02,-4.26
3378,Wan'Dale Robinson,10,12.2,16.47,-4.27
1114,Elijah Moore,8,2.4,6.68,-4.28
2470,Mike Gesicki,5,3.5,7.78,-4.28
607,Chuba Hubbard,9,1.7,6.0,-4.3
3375,Wan'Dale Robinson,7,15.5,19.8,-4.3
3281,Tyler Higbee,4,4.5,8.8,-4.3
3065,Tony Pollard,2,9.2,13.51,-4.31
2891,Sean Tucker,12,5.6,9.92,-4.32
1825,Jordan Mason,9,4.7,9.04,-4.34
2981,Teddy Bridgewater,12,3.08,7.42,-4.34
2722,Rashid Shaheed,12,0.5,4.84,-4.34
458,Cam Ward,3,12.96,17.31,-4.35
2602,Parker Washington,4,-0.1,4.25,-4.35
2939,TJ Hockenson,7,10.3,14.65,-4.35
2808,Romeo Doubs,11,9.3,13.65,-4.35
685,D'Andre Swift,4,16.0,20.36,-4.36
240,Bhayshul Tuten,10,2.0,6.37,-4.37
2985,Tee Higgins,4,6.2,10.57,-4.37
415,Cade Otton,12,6.1,10.48,-4.38
1587,Jauan Jennings,8,8.5,12.9,-4.4
2436,Michael Penix Jr.,7,13.24,17.64,-4.4
2391,Matthew Golden,2,1.5,5.91,-4.41
3477,Zay Flowers,2,14.9,19.32,-4.42
2707,Rashee Rice,11,9.8,14.22,-4.42
1850,Josh Allen,12,10.12,14.54,-4.42
3103,Travis Kelce,3,6.6,11.03,-4.43
2328,Mark Andrews,2,1.4,5.84,-4.44
2143,Kyle Monangai,2,4.6,9.04,-4.44
2747,Rhamondre Stevenson,1,4.7,9.14,-4.44
2555,Noah Gray,3,4.7,9.15,-4.45
2187,Kyren Williams,7,8.5,12.96,-4.46
1085,Elic Ayomanor,8,9.2,13.66,-4.46
2721,Rashid Shaheed,11,4.9,9.37,-4.47
2697,Raheem Mostert,6,-0.4,4.07,-4.47
3066,Tony Pollard,3,13.9,18.37,-4.47
301,Brashard Smith,7,13.1,17.57,-4.47
2536,Nico Collins,9,14.5,18.99,-4.49
2831,Sam Darnold,1,6.4,10.89,-4.49
1,A.J. Brown,2,7.7,12.2,-4.5
1149,Evan Engram,4,6.9,11.41,-4.51
3366,Van Jefferson,9,3.1,7.62,-4.52
976,Devin Duvernay,8,1.2,5.72,-4.52
1889,Joshua Palmer,1,11.1,15.63,-4.53
1510,Jalen Nailor,9,2.6,7.16,-4.56
530,Chimere Dike,3,3.5,8.06,-4.56
1921,Justice Hill,1,-0.1,4.47,-4.57
212,Baker Mayfield,12,5.54,10.11,-4.57
2613,Pat Bryant,7,1.6,6.18,-4.58
2270,Mac Jones,3,14.26,18.84,-4.58
554,Chris Olave,5,12.9,17.49,-4.59
1564,Jameson Williams,12,0.0,4.66,-4.66
2417,Michael Carter,6,8.4,13.06,-4.66
1670,Jaylin Lane,2,1.2,5.87,-4.67
1273,Hunter Henry,10,1.9,6.57,-4.67
3189,Troy Franklin,4,9.5,14.17,-4.67
3395,Woody Marks,5,2.4,7.08,-4.68
515,Chase Brown,11,18.7,23.38,-4.68
1773,Johnny Mundt,7,1.9,6.58,-4.68
2288,Mack Hollins,12,5.0,9.69,-4.69
1007,Dont'e Thornton,2,3.0,7.69,-4.69
2793,Rome Odunze,7,5.1,9.8,-4.7
1586,Jauan Jennings,7,7.1,11.8,-4.7
2512,Nick Chubb,3,7.0,11.71,-4.71
1723,Jerry Jeudy,5,3.5,8.22,-4.72
839,David Montgomery,7,5.9,10.63,-4.73
2666,Quinshon Judkins,6,3.6,8.34,-4.74
906,DeAndre Hopkins,11,2.1,6.85,-4.75
851,David Njoku,6,5.8,10.57,-4.77
2123,Kirk Cousins,11,2.12,6.9,-4.78
1011,Dont'e Thornton,7,0.0,4.79,-4.79
1958,Justin Jefferson,7,12.9,17.7,-4.8
3202,Tua Tagovailoa,6,9.6,14.4,-4.8
1895,Joshua Palmer,11,3.7,8.51,-4.81
888,De'Von Achane,3,15.4,20.23,-4.83
1565,Jared Goff,1,11.9,16.75,-4.85
406,Cade Otton,1,0.0,4.85,-4.85
1490,Jalen Hurts,2,11.54,16.4,-4.86
975,Devaughn Vele,12,6.7,11.57,-4.87
2803,Romeo Doubs,6,10.5,15.38,-4.88
574,Christian Kirk,11,1.6,6.48,-4.88
579,Christian McCaffrey,4,24.1,28.99,-4.89
3169,Trey Benson,3,8.1,12.99,-4.89
2972,Taysom Hill,5,0.66,5.55,-4.89
2568,Olamide Zaccheaus,6,4.8,9.7,-4.9
3300,Tyler Lockett,5,1.6,6.51,-4.91
1144,Emeka Egbuka,11,9.0,13.93,-4.93
2776,Robbie Anderson,10,2.7,7.63,-4.93
2366,Marvin Mims,5,3.9,8.83,-4.93
2585,Omarion Hampton,1,8.1,13.04,-4.94
1020,Dontayvion Wicks,10,7.8,12.76,-4.96
165,Arian Smith,7,1.0,5.96,-4.96
545,Chris Moore,4,0.9,5.87,-4.97
1720,Jerry Jeudy,2,9.1,14.07,-4.97
1124,Emanuel Wilson,9,2.7,7.68,-4.98
2517,Nick Chubb,9,3.4,8.38,-4.98
3283,Tyler Higbee,7,4.9,9.88,-4.98
111,Alvin Kamara,9,1.7,6.69,-4.99
2910,Spencer Rattler,8,4.64,9.64,-5.0
2420,Michael Carter,11,7.8,12.81,-5.01
2042,Keenan Allen,6,6.7,11.71,-5.01
3099,Travis Hunter,6,5.5,10.52,-5.02
107,Alvin Kamara,5,9.5,14.52,-5.02
2669,Quinshon Judkins,10,10.5,15.52,-5.02
3462,Zach Ertz,11,8.2,13.22,-5.02
459,Cam Ward,4,5.52,10.55,-5.03
1154,Evan Engram,9,0.0,5.06,-5.06
532,Chimere Dike,5,3.7,8.76,-5.06
40,Aaron Rodgers,9,12.12,17.18,-5.06
1944,Justin Herbert,3,18.6,23.68,-5.08
947,Demarcus Robinson,5,6.9,11.99,-5.09
1058,Dyami Brown,6,4.0,9.1,-5.1
461,Cam Ward,6,9.88,14.98,-5.1
1353,J.K. Dobbins,6,4.0,9.11,-5.11
2543,Noah Brown,2,1.9,7.01,-5.11
1634,Jayden Higgins,7,0.0,5.11,-5.11
452,Cam Skattebo,5,15.4,20.51,-5.11
1602,Javonte Williams,12,12.1,17.22,-5.12
399,C.J. Stroud,3,12.36,17.48,-5.12
430,Calvin Austin,2,3.2,8.33,-5.13
2066,Kenneth Gainwell,1,5.3,10.43,-5.13
3435,Xavier Worthy,5,11.1,16.24,-5.14
2346,Marquise Brown,5,8.8,13.95,-5.15
2404,Matthew Stafford,6,10.34,15.49,-5.15
2637,Patrick Mahomes,11,14.34,19.5,-5.16
1708,Jerome Ford,1,1.5,6.67,-5.17
2597,Oronde Gadsden,10,4.3,9.48,-5.18
2454,Michael Wilson,4,4.5,9.69,-5.19
2905,Spencer Rattler,3,12.72,17.93,-5.21
334,Brian Robinson,1,4.7,9.92,-5.22
2572,Olamide Zaccheaus,10,1.5,6.74,-5.24
2095,Keon Coleman,6,4.1,9.34,-5.24
2660,Quentin Johnston,11,0.0,5.24,-5.24
1582,Jauan Jennings,1,3.6,8.85,-5.25
260,Blake Corum,7,5.3,10.56,-5.26
